lease_id,property_id,market,property_class,unit_type,unit_sqft,tenure_months,lease_start_date,current_rent,market_rent,rent_increase_offered_pct,concession_months,maintenance_requests_count,maintenance_avg_response_days,feedback_theme,feedback_sentiment,feedback_text,renewed,occupancy_pct,same_property_noi_growth_pct,renewal_probability,renewal_risk_tier
L00419,PR013,Phoenix,A,1BR,731.0,15.1,2024-09-29,1633.0,1668.0,2.13,1,2,0.53,Amenities,negative,Pool area feels outdated and underused.,1,91.9,6.98,0.7969,Likely to Renew
L00420,PR013,Phoenix,A,Studio,500.0,10.4,2025-02-21,1008.0,1027.0,1.9,1,2,2.01,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,91.9,6.98,0.8192,Likely to Renew
L00421,PR013,Phoenix,A,3BR,1362.0,1.0,2025-12-02,3287.0,3371.0,2.54,1,1,0.39,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,6.98,0.7174,Likely to Renew
L00422,PR013,Phoenix,A,2BR,1061.0,7.5,2025-05-19,2396.0,2360.0,-1.49,2,1,0.44,Maintenance,positive,Quick turnaround on my maintenance request.,1,91.9,6.98,0.7795,Likely to Renew
L00423,PR013,Phoenix,A,1BR,728.0,5.0,2025-08-03,1426.0,1434.0,0.59,2,2,1.15,Cleanliness,negative,Common areas are not kept clean.,1,91.9,6.98,0.7832,Likely to Renew
L00424,PR013,Phoenix,A,2BR,1005.0,19.3,2024-05-25,2171.0,2180.0,0.38,2,1,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1,91.9,6.98,0.7504,Likely to Renew
L00425,PR013,Phoenix,A,2BR,1132.0,3.3,2025-09-24,2368.0,2463.0,4.0,0,2,0.2,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,91.9,6.98,0.6597,Likely to Renew
L00426,PR013,Phoenix,A,1BR,745.0,3.2,2025-09-26,1547.0,1674.0,8.18,0,0,0.86,Lighting,negative,Parking lot lighting is poor at night.,1,91.9,6.98,0.552,Uncertain
L00427,PR013,Phoenix,A,2BR,1021.0,2.9,2025-10-04,2226.0,2476.0,11.27,1,0,1.65,Amenities,negative,Gym equipment has been broken for months.,0,91.9,6.98,0.4371,Uncertain
L00428,PR013,Phoenix,A,2BR,1065.0,1.9,2025-11-05,2173.0,2266.0,4.29,0,2,0.37,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,6.98,0.6751,Likely to Renew
L00429,PR013,Phoenix,A,3BR,1387.0,5.2,2025-07-27,3133.0,3330.0,6.28,1,3,0.98,Noise,positive,"Building is quiet, never had a noise complaint.",1,91.9,6.98,0.6193,Likely to Renew
L00430,PR013,Phoenix,A,Studio,521.0,30.4,2023-06-23,1172.0,1234.0,5.22,0,0,0.2,Cleanliness,negative,Common areas are not kept clean.,1,91.9,6.98,0.7325,Likely to Renew
L00431,PR013,Phoenix,A,Studio,525.0,20.9,2024-04-07,1158.0,1083.0,-5.0,2,3,2.11,Noise,negative,Noise from neighboring units is a constant issue.,1,91.9,6.98,0.8236,Likely to Renew
L00432,PR013,Phoenix,A,1BR,752.0,18.6,2024-06-15,1622.0,1593.0,-1.74,1,2,1.4,Management Responsiveness,negative,Hard to get a response from the leasing office.,1,91.9,6.98,0.7975,Likely to Renew
L00433,PR013,Phoenix,A,2BR,1011.0,22.3,2024-02-22,2270.0,2448.0,7.81,2,3,1.48,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,91.9,6.98,0.5616,Uncertain
L00434,PR013,Phoenix,A,2BR,1131.0,4.4,2025-08-21,2559.0,2772.0,8.29,1,1,1.66,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,91.9,6.98,0.5413,Uncertain
L00435,PR014,Phoenix,C,2BR,1152.0,11.7,2025-01-11,880.0,907.0,3.06,0,1,1.74,Noise,positive,"Building is quiet, never had a noise complaint.",1,93.3,4.18,0.5862,Uncertain
L00436,PR014,Phoenix,C,1BR,714.0,13.4,2024-11-21,688.0,712.0,3.48,1,2,3.18,Maintenance,negative,Maintenance team is slow to respond to requests.,0,93.3,4.18,0.5098,Uncertain
L00437,PR014,Phoenix,C,2BR,1102.0,1.0,2025-12-02,1011.0,1040.0,2.93,0,3,2.7,Noise,negative,Thin walls make it hard to get any quiet.,0,93.3,4.18,0.5892,Uncertain
L00438,PR014,Phoenix,C,1BR,744.0,7.2,2025-05-27,675.0,735.0,8.85,2,2,1.96,Maintenance,negative,Maintenance request took 1 days to get resolved.,0,93.3,4.18,0.3107,High Renewal Risk
L00439,PR014,Phoenix,C,1BR,774.0,14.7,2024-10-13,688.0,730.0,6.09,2,2,3.13,Safety,negative,"Front gate has been broken, security is a concern.",0,93.3,4.18,0.4019,Uncertain
L00440,PR014,Phoenix,C,1BR,748.0,16.8,2024-08-10,603.0,634.0,5.1,0,0,1.88,Noise,negative,Thin walls make it hard to get any quiet.,1,93.3,4.18,0.5109,Uncertain
L00441,PR014,Phoenix,C,2BR,1002.0,14.2,2024-10-26,856.0,836.0,-2.35,1,0,1.12,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,93.3,4.18,0.6417,Likely to Renew
L00442,PR014,Phoenix,C,1BR,753.0,5.4,2025-07-21,696.0,711.0,2.11,0,0,2.21,Lighting,negative,Parking lot lighting is poor at night.,1,93.3,4.18,0.6069,Likely to Renew
L00443,PR014,Phoenix,C,2BR,1137.0,1.4,2025-11-21,937.0,1017.0,8.49,0,3,0.82,Safety,negative,"Front gate has been broken, security is a concern.",0,93.3,4.18,0.3817,High Renewal Risk
L00444,PR014,Phoenix,C,1BR,749.0,7.8,2025-05-09,559.0,582.0,4.19,2,3,0.66,Cleanliness,negative,Common areas are not kept clean.,0,93.3,4.18,0.5537,Uncertain
L00445,PR014,Phoenix,C,1BR,779.0,1.9,2025-11-04,676.0,726.0,7.3,0,2,2.43,Maintenance,negative,Maintenance request took 2 days to get resolved.,1,93.3,4.18,0.4733,Uncertain
L00446,PR014,Phoenix,C,1BR,711.0,41.3,2022-07-26,620.0,700.0,12.83,0,0,2.51,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,93.3,4.18,0.4156,Uncertain
L00447,PR014,Phoenix,C,3BR,1348.0,9.0,2025-04-02,1196.0,1306.0,9.19,0,3,0.38,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,93.3,4.18,0.5078,Uncertain
L00448,PR014,Phoenix,C,3BR,1308.0,5.3,2025-07-23,1201.0,1255.0,4.47,0,1,0.42,Cleanliness,positive,Property is always clean and well-maintained.,0,93.3,4.18,0.5672,Uncertain
L00449,PR014,Phoenix,C,1BR,778.0,20.4,2024-04-23,711.0,721.0,1.45,2,1,1.21,Maintenance,positive,Quick turnaround on my maintenance request.,0,93.3,4.18,0.6278,Likely to Renew
L00450,PR014,Phoenix,C,1BR,751.0,9.6,2025-03-14,671.0,612.0,-5.0,1,2,0.94,Safety,negative,Parking area doesn't feel very secure at night.,0,93.3,4.18,0.6243,Likely to Renew
L00451,PR014,Phoenix,C,1BR,776.0,5.2,2025-07-28,732.0,755.0,3.16,0,3,2.13,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,93.3,4.18,0.5484,Uncertain
L00452,PR014,Phoenix,C,1BR,791.0,23.4,2024-01-21,632.0,647.0,2.37,1,2,1.7,Amenities,negative,Gym equipment has been broken for months.,1,93.3,4.18,0.6426,Likely to Renew
L00453,PR014,Phoenix,C,1BR,776.0,28.3,2023-08-26,703.0,745.0,5.95,1,2,2.82,Noise,positive,"Building is quiet, never had a noise complaint.",1,93.3,4.18,0.4202,Uncertain
L00454,PR014,Phoenix,C,3BR,1368.0,15.6,2024-09-13,1249.0,1290.0,3.23,0,3,1.97,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,93.3,4.18,0.6419,Likely to Renew
L00455,PR014,Phoenix,C,3BR,1283.0,1.0,2025-12-02,1045.0,1070.0,2.4,2,6,1.01,Maintenance,positive,Quick turnaround on my maintenance request.,1,93.3,4.18,0.5489,Uncertain
L00456,PR014,Phoenix,C,1BR,750.0,11.7,2025-01-11,600.0,571.0,-4.9,0,2,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,1,93.3,4.18,0.7128,Likely to Renew
L00457,PR014,Phoenix,C,1BR,730.0,20.2,2024-04-28,614.0,609.0,-0.7,1,0,1.83,Maintenance,negative,Maintenance request took 1 days to get resolved.,1,93.3,4.18,0.6437,Likely to Renew
L00458,PR014,Phoenix,C,2BR,1061.0,2.1,2025-10-31,897.0,954.0,6.38,1,3,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,0,93.3,4.18,0.4255,Uncertain
L00459,PR014,Phoenix,C,2BR,1060.0,3.6,2025-09-13,975.0,1097.0,12.58,2,0,1.0,Noise,negative,Thin walls make it hard to get any quiet.,0,93.3,4.18,0.2996,High Renewal Risk
L00460,PR014,Phoenix,C,Studio,495.0,30.0,2023-07-05,419.0,434.0,3.51,2,1,0.93,Cleanliness,positive,Property is always clean and well-maintained.,1,93.3,4.18,0.608,Likely to Renew
L00461,PR014,Phoenix,C,1BR,677.0,1.0,2025-12-02,565.0,597.0,5.64,0,0,1.15,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,93.3,4.18,0.4973,Uncertain
L00462,PR014,Phoenix,C,1BR,725.0,19.6,2024-05-17,615.0,668.0,8.76,2,5,0.34,Amenities,positive,"Love the amenities, especially the fitness center.",0,93.3,4.18,0.3488,High Renewal Risk
L00463,PR014,Phoenix,C,1BR,757.0,9.0,2025-04-03,711.0,711.0,-0.05,1,0,0.93,Noise,positive,"Building is quiet, never had a noise complaint.",1,93.3,4.18,0.6223,Likely to Renew
L00464,PR014,Phoenix,C,1BR,699.0,8.3,2025-04-25,616.0,652.0,5.83,0,7,2.8,Maintenance,negative,Maintenance request took 2 days to get resolved.,0,93.3,4.18,0.3832,High Renewal Risk
L00465,PR014,Phoenix,C,Studio,520.0,1.0,2025-12-02,453.0,454.0,0.3,0,2,2.8,Noise,positive,"Building is quiet, never had a noise complaint.",1,93.3,4.18,0.6623,Likely to Renew
L00466,PR014,Phoenix,C,2BR,1183.0,24.0,2024-01-04,1034.0,1120.0,8.32,0,4,3.19,Safety,negative,"Front gate has been broken, security is a concern.",0,93.3,4.18,0.3064,High Renewal Risk
L00467,PR014,Phoenix,C,1BR,788.0,6.2,2025-06-26,748.0,783.0,4.76,0,4,1.66,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,93.3,4.18,0.5065,Uncertain
L00468,PR014,Phoenix,C,Studio,563.0,10.9,2025-02-04,473.0,499.0,5.49,0,1,1.93,Maintenance,positive,Quick turnaround on my maintenance request.,0,93.3,4.18,0.4691,Uncertain
L00469,PR014,Phoenix,C,1BR,765.0,15.8,2024-09-07,726.0,727.0,0.09,0,2,2.81,Amenities,positive,Amenity spaces are a great value for the rent.,1,93.3,4.18,0.634,Likely to Renew
L00470,PR014,Phoenix,C,2BR,1143.0,17.0,2024-08-03,1019.0,1095.0,7.54,0,1,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,1,93.3,4.18,0.4908,Uncertain
L00471,PR014,Phoenix,C,2BR,1041.0,43.7,2022-05-13,907.0,1038.0,14.42,0,2,2.46,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,93.3,4.18,0.4049,Uncertain
L00472,PR014,Phoenix,C,1BR,726.0,10.6,2025-02-13,735.0,727.0,-1.04,0,0,2.96,Amenities,negative,Gym equipment has been broken for months.,1,93.3,4.18,0.5736,Uncertain
L00473,PR014,Phoenix,C,1BR,647.0,7.1,2025-05-29,534.0,546.0,2.3,0,3,0.77,Management Responsiveness,positive,Management team is responsive and easy to work with.,0,93.3,4.18,0.5888,Uncertain
L00474,PR014,Phoenix,C,3BR,1430.0,43.0,2022-06-04,1232.0,1295.0,5.16,0,2,3.04,Amenities,negative,Gym equipment has been broken for months.,0,93.3,4.18,0.4712,Uncertain
L00475,PR014,Phoenix,C,1BR,808.0,14.4,2024-10-21,658.0,710.0,7.93,0,2,3.71,Cleanliness,positive,Property is always clean and well-maintained.,1,93.3,4.18,0.4281,Uncertain
L00476,PR014,Phoenix,C,1BR,729.0,5.0,2025-08-04,678.0,687.0,1.2,0,3,2.43,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,93.3,4.18,0.629,Likely to Renew
L00477,PR014,Phoenix,C,1BR,740.0,1.9,2025-11-05,718.0,645.0,-5.0,2,0,2.25,Cleanliness,negative,Common areas are not kept clean.,1,93.3,4.18,0.6533,Likely to Renew
L00478,PR014,Phoenix,C,1BR,722.0,25.9,2023-11-07,699.0,774.0,10.8,0,2,0.53,Noise,positive,"Building is quiet, never had a noise complaint.",0,93.3,4.18,0.3517,High Renewal Risk
L00479,PR014,Phoenix,C,1BR,764.0,6.3,2025-06-24,722.0,778.0,7.8,1,0,2.72,Noise,negative,Noise from neighboring units is a constant issue.,0,93.3,4.18,0.3832,High Renewal Risk
L00480,PR014,Phoenix,C,3BR,1426.0,15.1,2024-09-29,1240.0,1181.0,-4.71,0,0,0.63,Amenities,positive,"Love the amenities, especially the fitness center.",1,93.3,4.18,0.7207,Likely to Renew
L00481,PR014,Phoenix,C,2BR,986.0,8.9,2025-04-06,849.0,857.0,0.96,2,4,2.02,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0,93.3,4.18,0.633,Likely to Renew
L00482,PR014,Phoenix,C,1BR,765.0,3.1,2025-09-29,606.0,678.0,11.84,0,1,2.13,Lighting,negative,Common area lighting could be improved.,1,93.3,4.18,0.3237,High Renewal Risk
L00483,PR014,Phoenix,C,3BR,1331.0,12.9,2024-12-06,1315.0,1462.0,11.24,0,2,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,93.3,4.18,0.4683,Uncertain
L00484,PR014,Phoenix,C,Studio,523.0,1.0,2025-12-02,473.0,514.0,8.69,0,0,2.06,Safety,negative,Parking area doesn't feel very secure at night.,1,93.3,4.18,0.4503,Uncertain
L00485,PR014,Phoenix,C,1BR,767.0,7.5,2025-05-20,655.0,676.0,3.12,0,0,4.28,Maintenance,positive,Quick turnaround on my maintenance request.,0,93.3,4.18,0.4967,Uncertain
L00486,PR015,Nashville,C,1BR,689.0,23.4,2024-01-21,743.0,775.0,4.25,1,1,2.62,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,92.4,4.62,0.6454,Likely to Renew
L00487,PR015,Nashville,C,1BR,720.0,23.1,2024-01-30,708.0,771.0,8.98,1,2,2.3,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,92.4,4.62,0.4122,Uncertain
L00488,PR015,Nashville,C,Studio,531.0,2.9,2025-10-04,619.0,701.0,13.39,0,2,1.59,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,92.4,4.62,0.3907,High Renewal Risk
L00489,PR015,Nashville,C,2BR,1053.0,1.6,2025-11-13,1142.0,1228.0,7.6,2,3,4.42,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,92.4,4.62,0.5761,Uncertain
L00490,PR015,Nashville,C,Studio,524.0,17.9,2024-07-07,496.0,519.0,4.52,2,3,1.05,Maintenance,negative,Maintenance team is slow to respond to requests.,1,92.4,4.62,0.6626,Likely to Renew
L00491,PR015,Nashville,C,1BR,704.0,2.4,2025-10-21,746.0,794.0,6.31,2,5,1.19,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,92.4,4.62,0.5033,Uncertain
L00492,PR015,Nashville,C,2BR,1061.0,26.6,2023-10-17,1152.0,1181.0,2.53,0,2,2.53,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,92.4,4.62,0.6422,Likely to Renew
L00493,PR015,Nashville,C,2BR,1089.0,18.1,2024-06-29,1077.0,1122.0,4.18,0,2,1.94,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,92.4,4.62,0.6387,Likely to Renew
L00494,PR015,Nashville,C,2BR,1029.0,25.8,2023-11-09,1125.0,1178.0,4.72,0,1,1.31,Amenities,negative,Pool area feels outdated and underused.,0,92.4,4.62,0.5991,Uncertain
L00495,PR015,Nashville,C,3BR,1464.0,5.0,2025-08-03,1708.0,1709.0,0.07,2,2,2.7,Cleanliness,positive,Property is always clean and well-maintained.,1,92.4,4.62,0.7056,Likely to Renew
L00496,PR015,Nashville,C,Studio,503.0,5.3,2025-07-23,513.0,534.0,4.11,1,4,1.7,Noise,negative,Thin walls make it hard to get any quiet.,1,92.4,4.62,0.5933,Uncertain
L00497,PR015,Nashville,C,1BR,802.0,15.6,2024-09-15,872.0,923.0,5.84,0,1,1.69,Noise,positive,"Building is quiet, never had a noise complaint.",1,92.4,4.62,0.5556,Uncertain
L00498,PR015,Nashville,C,2BR,1071.0,1.0,2025-12-02,1149.0,1225.0,6.59,1,3,1.97,Maintenance,negative,Maintenance team is slow to respond to requests.,1,92.4,4.62,0.555,Uncertain
L00499,PR015,Nashville,C,2BR,995.0,18.2,2024-06-29,1116.0,1185.0,6.19,0,0,0.2,Noise,negative,Thin walls make it hard to get any quiet.,1,92.4,4.62,0.5786,Uncertain
L00500,PR015,Nashville,C,3BR,1273.0,25.3,2023-11-25,1341.0,1305.0,-2.7,0,1,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",0,92.4,4.62,0.6572,Likely to Renew
L00501,PR015,Nashville,C,Studio,525.0,7.5,2025-05-18,520.0,573.0,10.15,0,3,2.82,Cleanliness,negative,Common areas are not kept clean.,1,92.4,4.62,0.4593,Uncertain
L00502,PR015,Nashville,C,1BR,789.0,20.3,2024-04-25,881.0,967.0,9.73,1,1,1.06,Cleanliness,positive,Property is always clean and well-maintained.,1,92.4,4.62,0.442,Uncertain
L00503,PR015,Nashville,C,1BR,816.0,2.7,2025-10-12,813.0,842.0,3.52,0,3,1.6,Amenities,negative,Gym equipment has been broken for months.,1,92.4,4.62,0.5285,Uncertain
L00504,PR015,Nashville,C,2BR,1087.0,5.4,2025-07-20,1277.0,1357.0,6.28,0,1,3.35,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,92.4,4.62,0.5512,Uncertain
L00505,PR015,Nashville,C,2BR,1016.0,51.3,2021-09-26,1114.0,1146.0,2.92,1,2,1.65,Maintenance,negative,Maintenance request took 1 days to get resolved.,1,92.4,4.62,0.6577,Likely to Renew
L00506,PR015,Nashville,C,Studio,527.0,60.1,2021-01-01,539.0,581.0,7.76,0,1,1.53,Noise,negative,Noise from neighboring units is a constant issue.,1,92.4,4.62,0.5697,Uncertain
L00507,PR015,Nashville,C,1BR,719.0,10.1,2025-03-02,813.0,812.0,-0.07,1,4,2.63,Amenities,positive,"Love the amenities, especially the fitness center.",0,92.4,4.62,0.6024,Likely to Renew
L00508,PR015,Nashville,C,2BR,1101.0,38.1,2022-10-31,1167.0,1292.0,10.71,0,3,1.14,Maintenance,positive,Quick turnaround on my maintenance request.,0,92.4,4.62,0.3692,High Renewal Risk
L00509,PR015,Nashville,C,2BR,1029.0,10.4,2025-02-21,1076.0,1157.0,7.51,2,1,2.94,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,92.4,4.62,0.5239,Uncertain
L00510,PR015,Nashville,C,Studio,466.0,4.8,2025-08-08,473.0,510.0,7.63,0,2,2.61,Noise,negative,Noise from neighboring units is a constant issue.,1,92.4,4.62,0.5511,Uncertain
L00511,PR015,Nashville,C,2BR,1151.0,4.3,2025-08-22,1083.0,1120.0,3.47,0,0,3.57,Noise,positive,"Building is quiet, never had a noise complaint.",1,92.4,4.62,0.5789,Uncertain
L00512,PR015,Nashville,C,2BR,1068.0,37.1,2022-11-30,1173.0,1137.0,-3.06,2,3,1.05,Cleanliness,positive,Property is always clean and well-maintained.,1,92.4,4.62,0.6227,Likely to Renew
L00513,PR016,Denver,C,1BR,725.0,11.2,2025-01-25,857.0,836.0,-2.42,0,0,1.87,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,96.2,4.34,0.5985,Uncertain
L00514,PR016,Denver,C,2BR,1031.0,14.0,2024-11-02,1224.0,1363.0,11.38,1,0,1.07,Management Responsiveness,positive,Management team is responsive and easy to work with.,0,96.2,4.34,0.4442,Uncertain
L00515,PR016,Denver,C,1BR,780.0,4.2,2025-08-28,999.0,1064.0,6.46,0,1,1.45,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,96.2,4.34,0.3655,High Renewal Risk
L00516,PR016,Denver,C,3BR,1358.0,41.6,2022-07-18,1754.0,1804.0,2.85,0,1,2.64,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,96.2,4.34,0.7019,Likely to Renew
L00517,PR016,Denver,C,3BR,1263.0,2.6,2025-10-14,1500.0,1475.0,-1.69,0,3,0.86,Safety,negative,Parking area doesn't feel very secure at night.,0,96.2,4.34,0.5355,Uncertain
L00518,PR016,Denver,C,1BR,783.0,47.2,2022-01-28,1002.0,1000.0,-0.11,0,1,1.98,Management Responsiveness,negative,Hard to get a response from the leasing office.,1,96.2,4.34,0.6818,Likely to Renew
L00519,PR016,Denver,C,Studio,483.0,1.0,2025-12-02,592.0,654.0,10.51,0,1,2.23,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0,96.2,4.34,0.3597,High Renewal Risk
L00520,PR016,Denver,C,2BR,1098.0,9.2,2025-03-28,1322.0,1384.0,4.69,2,2,0.7,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0,96.2,4.34,0.5676,Uncertain
L00521,PR016,Denver,C,1BR,719.0,5.7,2025-07-13,910.0,922.0,1.25,0,7,0.58,Noise,negative,Thin walls make it hard to get any quiet.,0,96.2,4.34,0.6157,Likely to Renew
L00522,PR016,Denver,C,Studio,510.0,8.3,2025-04-23,615.0,656.0,6.55,0,1,1.12,Noise,negative,Noise from neighboring units is a constant issue.,1,96.2,4.34,0.5531,Uncertain
L00523,PR016,Denver,C,2BR,1107.0,11.8,2025-01-07,1493.0,1492.0,-0.07,0,5,1.15,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,96.2,4.34,0.6414,Likely to Renew
L00524,PR016,Denver,C,Studio,534.0,8.0,2025-05-03,585.0,652.0,11.5,0,1,0.27,Lighting,negative,Common area lighting could be improved.,1,96.2,4.34,0.5556,Uncertain
L00525,PR016,Denver,C,2BR,1152.0,7.5,2025-05-18,1340.0,1484.0,10.76,2,0,0.7,Amenities,negative,Gym equipment has been broken for months.,1,96.2,4.34,0.4568,Uncertain
L00526,PR016,Denver,C,1BR,747.0,18.5,2024-06-19,889.0,904.0,1.67,2,3,0.2,Cleanliness,positive,Property is always clean and well-maintained.,1,96.2,4.34,0.729,Likely to Renew
L00527,PR016,Denver,C,1BR,761.0,16.2,2024-08-27,938.0,946.0,0.86,0,0,1.01,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1,96.2,4.34,0.6545,Likely to Renew
L00528,PR016,Denver,C,1BR,734.0,25.1,2023-12-01,947.0,861.0,-5.0,1,1,2.24,Noise,positive,"Building is quiet, never had a noise complaint.",1,96.2,4.34,0.6785,Likely to Renew
L00529,PR016,Denver,C,3BR,1362.0,4.0,2025-09-01,1632.0,1577.0,-3.41,0,1,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,96.2,4.34,0.6847,Likely to Renew
L00530,PR016,Denver,C,2BR,1104.0,13.2,2024-11-27,1211.0,1179.0,-2.7,0,1,0.88,Maintenance,negative,Maintenance team is slow to respond to requests.,1,96.2,4.34,0.6561,Likely to Renew
L00531,PR016,Denver,C,2BR,1075.0,12.3,2024-12-23,1355.0,1418.0,4.68,2,1,3.79,Noise,negative,Noise from neighboring units is a constant issue.,1,96.2,4.34,0.5407,Uncertain
L00532,PR016,Denver,C,1BR,682.0,6.5,2025-06-19,856.0,876.0,2.37,2,0,1.32,Cleanliness,positive,Property is always clean and well-maintained.,1,96.2,4.34,0.6466,Likely to Renew
L00533,PR016,Denver,C,1BR,762.0,9.3,2025-03-24,808.0,786.0,-2.73,0,0,2.7,Amenities,positive,"Love the amenities, especially the fitness center.",1,96.2,4.34,0.628,Likely to Renew
L00534,PR016,Denver,C,1BR,764.0,5.3,2025-07-25,916.0,940.0,2.59,1,2,0.33,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,96.2,4.34,0.672,Likely to Renew
L00535,PR016,Denver,C,1BR,724.0,2.1,2025-10-28,786.0,838.0,6.53,0,2,1.79,Cleanliness,negative,Hallways and trash areas need more attention.,0,96.2,4.34,0.3992,High Renewal Risk
L00536,PR017,Charlotte,B,2BR,1103.0,25.0,2023-12-03,1581.0,1642.0,3.84,1,0,1.08,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,94.3,5.1,0.5904,Uncertain
L00537,PR017,Charlotte,B,2BR,1068.0,26.6,2023-10-15,1557.0,1543.0,-0.92,0,0,0.2,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0,94.3,5.1,0.627,Likely to Renew
L00538,PR017,Charlotte,B,1BR,658.0,7.7,2025-05-12,900.0,949.0,5.43,0,0,0.35,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,94.3,5.1,0.6116,Likely to Renew
